run,totalPassengers,totalWaitingTime,averageWaitingTime,maxWaitingTime,csTotalDepartures,csTotalDelays,csTotalDelayTime,csMaximumDelay,csAverageDelay,csPercentageOfDelays,csTotalJunctionWaitingTime,csAverageJunctionWaitingTime,csMaximumJunctionWaitingTime,csJunctionArrivals,prTotalDepartures,prTotalDelays,prTotalDelayTime,prMaximumDelay,prAverageDelay,prPercentageOfDelays,prTotalJunctionWaitingTime,prAverageJunctionWaitingTime,prMaximumJunctionWaitingTime,prJunctionArrivals
1,3301,418925,126,478,41,32,12990,689,405,78.048775,831,10,180,81,41,41,34510,1190,841,100.0,37467,520,1432,72,
2,3578,510044,142,847,41,28,10210,623,364,68.29269,661,8,110,80,41,41,34510,1190,841,100.0,40991,569,1607,72,
3,3440,503261,146,566,42,38,13775,712,362,90.47619,1683,20,209,82,41,41,34510,1190,841,100.0,38882,525,1406,74,
4,3404,506840,148,694,41,33,11798,661,357,80.48781,1193,15,188,79,41,41,34510,1190,841,100.0,39535,549,1503,72,
5,3352,408298,121,592,41,32,11320,660,353,78.048775,1080,13,168,81,41,41,34510,1190,841,100.0,42080,568,1530,74,
6,3223,485503,150,698,40,37,14235,725,384,92.5,2374,30,293,79,41,41,34510,1190,841,100.0,37206,502,1374,74,
7,3375,449836,133,566,42,36,11542,654,320,85.71429,1058,12,162,84,41,41,34510,1190,841,100.0,37625,522,1506,72,
8,3179,376975,118,603,42,36,10460,569,290,85.71429,556,6,148,83,41,41,34510,1190,841,100.0,41203,564,1464,73,
9,3227,433036,134,658,40,31,10981,708,354,77.5,1200,15,203,79,41,41,34510,1190,841,100.0,40736,558,1535,73,
10,3319,434229,130,585,40,32,10774,745,336,80.0,946,11,123,80,41,41,34510,1190,841,100.0,40069,541,1480,74,
11,3335,419934,125,559,41,33,11836,637,358,80.48781,1265,15,216,82,41,41,34510,1190,841,100.0,38067,521,1539,73,
12,3305,454543,137,578,40,29,9595,614,330,72.5,724,9,151,77,41,41,34510,1190,841,100.0,42753,585,1492,73,
