time,Centraal Station,Vaartsche-Rijn-B,Vaartsche-Rijn-A,Galgenwaard-B,UMC-A,UMC-B,WKZ-B,Heidelberglaan-A,Heidelberglaan-B,Galgenwaard-A,Kromme-Rijn-A,Kromme-Rijn-B,Padualaan-A,Padualaan-B,P+R De Uithof,WKZ-A
19:00:00,1.287653514,0.8005186858,0.01515869167,0.3609865851,0,0.4167564185,0.05095773291,0,2.073058265,0.04712602175,0.03963144661,0.2967522738,0,2.136315659,0.01698591097,0
19:15:00,1.023520501,0.6197149972,0.0213876173,0.2543861552,0,0.1824408487,0.02648050161,0,1.079143488,0.05125696843,0.04421634022,0.1347397761,0.003394973921,0.900427103,0.00882683387,0
19:30:00,1.203174603,0.5653673032,0.00409572003,0.2056838985,0,0.167953758,0.02897551175,0.002697271814,0.7748674616,0.03842799436,0.003568262411,0.1554497928,0,0.9830235729,0.009658503916,0
19:45:00,0.8539847164,0.923194376,0.00771632276,0.2541225743,0,0.2245636072,0.05155086449,0,0.7830418371,0.05091457911,0.00983458378,0.1266679976,0.00350877193,1.318566847,0.0171836215,0
20:00:00,0.7604726199,0.6553393869,0.02288641343,0.2865293774,0,0.278772452,0.03629486132,0.008109785166,0.6353024729,0.0370397701,0.007364341085,0.07976414625,0.0006921062477,0.8821145404,0.01209828711,0
20:15:00,0.7487146123,0.5102324984,0.0151503551,0.2922462786,0,0.1879172956,0.01666285374,0.00390120742,0.5758627579,0.04362258593,0,0.09803669956,0,0.6943799658,0.005554284579,0
20:30:00,0.7292833209,0.4128289861,0.01424813663,0.2752949352,0.006258823529,0.1491925866,0.0150367218,0.003686384933,0.4885264582,0.05152097595,0.001279694966,0.04730100831,0,0.5361254151,0.005012240601,0.006258823529
20:45:00,0.6699155254,0.3662963917,0.01241106439,0.1910465753,0.002677192982,0.08226581194,0.01828210315,0,0.5026987956,0.07579554516,0.0008324245729,0.04327872893,0,0.497426193,0.006094034384,0.002677192982
21:00:00,0.05,0.474107026,0.003333333333,0.1990727071,0,0.1896183094,0.01638925232,0,0.5286101855,0.03,0,0.06387691909,0,0.3503123089,0.005463084108,0
21:15:00,0,0.515574214,0,0.2139493129,0,0.08,0,0,0.3925925926,0,0,0.03166180518,0,0.3908196851,0,0
21:30:00,0,0.1666666667,0,0.03666666667,0,0,0,0,0,0,0,0,0,0,0,0
